Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,YearsAtCompany
36,Yes,Travel_Rarely,Research & Development,9,Medical,4,Male,2,1,Research Scientist,3,3388,0,Yes,17,3,1
44,No,Travel_Frequently,Sales,1,Marketing,1,Female,3,2,Sales Executive,3,4768,7,No,12,3,1
24,No,Travel_Frequently,Human Resources,10,Medical,1,Male,3,1,Human Resources,4,2145,0,No,14,3,2
52,No,Non-Travel,Sales,29,Life Sciences,1,Male,3,1,Sales Representative,4,3482,2,No,15,3,9
29,Yes,Travel_Rarely,Research & Development,25,Technical Degree,3,Female,2,1,Research Scientist,2,2546,5,No,16,3,2
32,Yes,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,1,Laboratory Technician,2,1393,1,No,12,3,1
46,No,Travel_Rarely,Sales,10,Marketing,3,Female,2,3,Sales Executive,4,9071,2,Yes,19,3,3
37,Yes,Travel_Rarely,Research & Development,2,Other,4,Male,2,1,Laboratory Technician,3,2090,6,Yes,15,3,0
28,Yes,Travel_Frequently,Research & Development,1,Medical,1,Male,2,1,Laboratory Technician,2,2596,1,No,15,3,1
43,No,Travel_Rarely,Research & Development,27,Technical Degree,4,Male,4,1,Laboratory Technician,2,4876,5,No,12,3,6
56,No,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,1,3,Manufacturing Director,4,7260,4,No,11,3,6
27,No,Travel_Rarely,Research & Development,17,Technical Degree,3,Male,3,1,Research Scientist,2,3058,0,Yes,16,3,5
31,Yes,Travel_Rarely,Research & Development,22,Medical,4,Male,3,2,Manufacturing Director,3,6179,1,Yes,15,3,10
42,No,Travel_Rarely,Sales,14,Medical,3,Female,2,2,Sales Executive,3,6244,7,No,17,3,5
31,No,Travel_Rarely,Sales,2,Life Sciences,1,Male,3,1,Sales Representative,3,3067,0,No,19,3,2
37,No,Travel_Frequently,Sales,21,Medical,3,Female,3,1,Sales Representative,4,2973,5,No,15,3,5
32,No,Travel_Rarely,Sales,6,Medical,2,Male,3,2,Sales Executive,3,5010,1,No,16,3,11
41,No,Travel_Frequently,Research & Development,22,Life Sciences,4,Female,3,2,Research Scientist,4,5467,3,Yes,14,3,6
27,No,Travel_Frequently,Research & Development,5,Life Sciences,4,Female,3,1,Laboratory Technician,4,2379,0,Yes,14,3,5
54,No,Travel_Rarely,Research & Development,10,Medical,3,Female,3,2,Manufacturing Director,1,4440,6,Yes,19,3,5
30,Yes,Travel_Rarely,Sales,1,Life Sciences,2,Male,2,2,Sales Executive,1,9714,1,No,11,3,10
33,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,3,1,Research Scientist,4,2500,0,No,14,3,3
58,No,Travel_Frequently,Research & Development,15,Life Sciences,1,Male,3,4,Research Director,3,15787,2,Yes,14,3,2
56,Yes,Travel_Rarely,Research & Development,7,Technical Degree,4,Male,3,1,Laboratory Technician,3,2339,8,No,11,3,10
32,No,Travel_Frequently,Sales,5,Life Sciences,2,Male,3,2,Sales Executive,2,6524,1,No,14,3,10
31,Yes,Travel_Rarely,Sales,16,Marketing,1,Male,3,3,Sales Executive,3,8161,2,No,13,3,1
35,Yes,Travel_Rarely,Sales,27,Life Sciences,3,Male,3,2,Sales Executive,4,5813,1,Yes,18,3,10
21,Yes,Travel_Rarely,Research & Development,10,Life Sciences,3,Female,2,1,Laboratory Technician,1,1416,1,No,13,3,1
50,Yes,Travel_Frequently,Sales,8,Technical Degree,2,Male,3,2,Sales Executive,3,6796,3,Yes,14,3,4
38,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,1,Research Scientist,4,3944,5,Yes,11,3,3
31,Yes,Travel_Rarely,Sales,13,Medical,2,Male,3,2,Sales Executive,1,4233,2,No,17,3,3
27,Yes,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,3,1,Research Scientist,3,2394,1,Yes,13,3,8
53,No,Travel_Rarely,Research & Development,13,Medical,4,Female,4,2,Manufacturing Director,1,4450,1,No,11,3,4
38,No,Travel_Rarely,Research & Development,25,Life Sciences,1,Female,2,3,Research Director,2,12061,3,No,17,3,10
46,No,Non-Travel,Research & Development,7,Medical,3,Female,3,2,Manufacturing Director,3,5258,2,No,14,3,1
30,Yes,Travel_Rarely,Research & Development,3,Technical Degree,4,Female,3,1,Research Scientist,1,2657,5,Yes,11,3,5
39,No,Travel_Rarely,Human Resources,2,Life Sciences,4,Female,2,2,Human Resources,4,5204,8,No,11,3,5
31,No,Travel_Rarely,Sales,2,Life Sciences,2,Male,3,2,Sales Executive,4,6582,4,Yes,13,3,6
37,No,Travel_Rarely,Sales,10,Life Sciences,4,Female,2,2,Sales Executive,4,6694,2,Yes,14,3,1
31,No,Travel_Rarely,Sales,7,Technical Degree,2,Male,4,2,Sales Executive,4,6929,4,No,11,3,8
51,No,Travel_Rarely,Research & Development,8,Life Sciences,2,Male,2,3,Research Director,2,12490,5,No,16,3,10
29,Yes,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,2,1,Laboratory Technician,1,2319,1,Yes,11,3,1
47,No,Non-Travel,Research & Development,1,Medical,3,Female,3,3,Research Director,2,11957,0,No,18,3,13
36,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,3,2,Laboratory Technician,2,5914,8,No,16,3,13
30,No,Travel_Rarely,Sales,16,Life Sciences,4,Male,3,2,Sales Executive,3,5301,8,No,15,3,2
19,Yes,Travel_Rarely,Sales,22,Marketing,4,Male,3,1,Sales Representative,3,1675,1,Yes,19,3,0
51,Yes,Travel_Frequently,Research & Development,8,Life Sciences,1,Male,1,3,Manufacturing Director,4,10650,2,No,15,3,4
37,No,Travel_Frequently,Research & Development,9,Medical,2,Male,3,1,Research Scientist,4,2326,1,Yes,12,3,4
34,No,Travel_Rarely,Research & Development,6,Life Sciences,3,Female,2,2,Research Scientist,2,4505,6,No,15,3,1
27,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,3,3,Manufacturing Director,1,7412,1,No,11,3,9
50,Yes,Travel_Frequently,Sales,1,Life Sciences,2,Male,3,2,Sales Executive,3,6728,7,No,12,3,6
21,Yes,Travel_Rarely,Research & Development,18,Other,4,Female,3,1,Research Scientist,4,2693,1,No,19,3,1
41,Yes,Travel_Frequently,Sales,4,Marketing,1,Male,3,2,Sales Executive,2,9355,1,No,18,3,8
29,No,Travel_Rarely,Research & Development,27,Medical,2,Female,3,2,Healthcare Representative,3,4335,4,No,12,3,8
28,No,Travel_Rarely,Research & Development,9,Medical,3,Female,3,1,Research Scientist,3,2377,5,No,18,3,2
33,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,2,2,Healthcare Representative,4,6949,0,No,14,3,5
31,Yes,Travel_Frequently,Research & Development,20,Life Sciences,1,Male,3,3,Healthcare Representative,3,9824,3,No,12,3,1
35,Yes,Travel_Frequently,Research & Development,25,Life Sciences,4,Female,3,1,Research Scientist,2,2022,1,Yes,19,3,10
37,Yes,Travel_Rarely,Sales,1,Life Sciences,1,Male,2,3,Sales Executive,3,10609,5,No,11,3,14
22,No,Travel_Rarely,Research & Development,11,Medical,1,Female,3,1,Research Scientist,2,2244,1,No,13,3,2
22,Yes,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,3,2,Manufacturing Director,3,4171,0,Yes,19,3,3
39,Yes,Travel_Rarely,Research & Development,23,Medical,3,Male,3,1,Research Scientist,1,3904,0,No,13,3,5
44,No,Non-Travel,Research & Development,17,Life Sciences,4,Male,1,1,Research Scientist,3,2290,2,No,13,3,0
39,No,Travel_Rarely,Research & Development,19,Other,4,Male,3,2,Research Scientist,4,3902,8,No,14,3,2
44,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,4,1,Research Scientist,4,2011,1,No,13,3,10
44,No,Travel_Rarely,Human Resources,1,Life Sciences,3,Female,3,1,Human Resources,4,3195,4,Yes,18,3,2
26,Yes,Travel_Rarely,Sales,8,Technical Degree,4,Male,2,2,Sales Executive,1,5326,6,No,17,3,4
27,Yes,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,3,1,Research Scientist,3,2394,1,Yes,13,3,8
35,No,Travel_Rarely,Sales,8,Life Sciences,1,Female,3,1,Sales Representative,4,2572,1,No,16,3,3
56,Yes,Travel_Rarely,Research & Development,24,Life Sciences,1,Male,3,1,Laboratory Technician,4,2587,1,No,16,3,4
47,No,Travel_Frequently,Sales,4,Medical,2,Male,3,2,Sales Representative,3,2976,3,No,19,3,0
28,Yes,Travel_Rarely,Research & Development,24,Life Sciences,3,Male,2,1,Laboratory Technician,3,2028,5,Yes,14,3,4
26,No,Travel_Rarely,Research & Development,6,Other,3,Female,2,1,Research Scientist,2,2368,1,No,19,3,5
43,Yes,Travel_Rarely,Sales,9,Marketing,1,Female,1,2,Sales Executive,3,5346,8,No,13,3,4
23,Yes,Travel_Frequently,Sales,9,Marketing,4,Male,3,1,Sales Representative,1,1790,1,No,19,3,1
30,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,2,2,Laboratory Technician,4,5126,1,Yes,12,3,10
38,No,Travel_Rarely,Research & Development,18,Medical,2,Male,1,2,Healthcare Representative,4,5811,3,Yes,16,3,1
32,No,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,3,1,Research Scientist,1,2439,1,No,14,3,4
26,No,Travel_Rarely,Research & Development,1,Medical,3,Male,3,1,Laboratory Technician,1,2867,0,No,13,3,7
39,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,3,4,Healthcare Representative,4,12169,7,No,11,3,18
27,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,3,2,Manufacturing Director,4,4227,0,No,18,3,3
50,Yes,Travel_Rarely,Sales,28,Marketing,4,Male,2,3,Sales Executive,1,10854,4,Yes,13,3,3
26,Yes,Travel_Frequently,Research & Development,5,Medical,3,Female,2,1,Research Scientist,3,2366,1,Yes,14,3,8
34,No,Travel_Frequently,Research & Development,10,Medical,4,Male,3,1,Research Scientist,3,3815,1,Yes,17,3,5
26,Yes,Travel_Frequently,Human Resources,17,Life Sciences,2,Female,3,1,Human Resources,3,2741,0,Yes,11,3,7
40,Yes,Travel_Rarely,Sales,25,Marketing,4,Male,2,3,Sales Executive,2,9094,2,Yes,12,3,5
33,No,Travel_Rarely,Research & Development,25,Life Sciences,4,Male,2,2,Manufacturing Director,2,4320,1,No,13,3,5
28,No,Travel_Rarely,Research & Development,19,Medical,4,Male,2,1,Laboratory Technician,1,3196,1,No,12,3,6
27,No,Travel_Rarely,Research & Development,14,Life Sciences,1,Male,3,1,Research Scientist,1,2235,1,Yes,14,3,9
32,Yes,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,3,2,Laboratory Technician,3,4883,1,No,18,3,10
44,No,Travel_Rarely,Sales,28,Medical,4,Female,4,4,Sales Executive,4,13320,3,Yes,18,3,12
34,No,Travel_Rarely,Research & Development,19,Life Sciences,2,Female,2,1,Research Scientist,4,2929,1,No,12,3,10
30,No,Travel_Rarely,Sales,12,Technical Degree,2,Female,3,2,Sales Executive,3,6577,0,No,11,3,5
22,Yes,Travel_Rarely,Research & Development,8,Medical,3,Female,3,1,Laboratory Technician,1,2398,1,Yes,17,3,1
47,No,Travel_Rarely,Sales,14,Medical,3,Female,3,2,Sales Executive,3,4591,3,Yes,17,3,5
18,Yes,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,1,Laboratory Technician,3,1420,1,No,13,3,0
55,No,Travel_Rarely,Sales,1,Life Sciences,1,Male,3,3,Sales Executive,4,10239,3,No,14,3,1
24,Yes,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,3,1,Laboratory Technician,2,2210,1,No,13,3,1
31,Yes,Travel_Rarely,Sales,6,Life Sciences,2,Male,1,2,Sales Executive,3,6172,4,Yes,18,3,7
40,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,3,1,Laboratory Technician,4,2406,8,No,19,3,1
35,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,2,3,Manufacturing Director,2,10274,2,No,18,3,7
37,No,Travel_Rarely,Sales,9,Marketing,2,Male,2,2,Sales Executive,2,4189,1,No,14,3,5
31,No,Travel_Rarely,Sales,5,Technical Degree,1,Male,3,2,Sales Executive,3,8346,1,No,19,3,5
26,No,Travel_Rarely,Sales,1,Life Sciences,3,Male,3,2,Sales Executive,3,5296,1,No,17,3,8
39,Yes,Travel_Rarely,Sales,5,Technical Degree,4,Male,3,2,Sales Representative,4,2086,3,No,14,3,1
44,Yes,Travel_Rarely,Research & Development,10,Life Sciences,3,Male,3,1,Research Scientist,3,2936,1,Yes,11,3,6
45,No,Travel_Rarely,Research & Development,9,Life Sciences,2,Male,3,2,Laboratory Technician,2,2348,8,No,18,3,17
28,Yes,Travel_Rarely,Research & Development,24,Life Sciences,3,Male,2,1,Laboratory Technician,3,2028,5,Yes,14,3,4
30,No,Travel_Rarely,Sales,5,Marketing,4,Female,2,2,Sales Executive,3,6118,1,No,13,3,10
28,Yes,Non-Travel,Research & Development,24,Technical Degree,2,Male,2,3,Healthcare Representative,1,8722,1,No,12,3,10
29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,3,Male,3,1,Research Scientist,3,2058,0,No,14,3,6
32,Yes,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,1,Laboratory Technician,2,1393,1,No,12,3,1
28,Yes,Travel_Rarely,Research & Development,17,Technical Degree,3,Male,2,1,Laboratory Technician,4,2367,5,No,12,3,4
24,Yes,Travel_Rarely,Sales,1,Technical Degree,1,Female,3,1,Sales Representative,2,3202,1,Yes,16,3,5
34,No,Travel_Rarely,Sales,3,Life Sciences,4,Female,1,2,Sales Executive,4,6029,5,No,12,3,2
31,No,Travel_Rarely,Research & Development,5,Technical Degree,3,Male,3,1,Research Scientist,4,4821,0,Yes,12,3,5
30,Yes,Travel_Frequently,Sales,26,Marketing,3,Female,2,2,Sales Executive,1,6696,5,No,15,3,6
50,Yes,Travel_Frequently,Sales,8,Technical Degree,2,Male,3,2,Sales Executive,3,6796,3,Yes,14,3,4
41,Yes,Travel_Rarely,Sales,1,Life Sciences,2,Female,3,2,Sales Executive,4,5993,8,Yes,11,3,6
50,Yes,Travel_Rarely,Sales,3,Marketing,1,Male,2,1,Sales Representative,3,2683,1,Yes,14,3,3
48,No,Travel_Rarely,Sales,16,Life Sciences,3,Female,3,2,Sales Executive,3,6439,8,No,14,3,8
31,Yes,Travel_Frequently,Research & Development,20,Life Sciences,1,Male,3,3,Healthcare Representative,3,9824,3,No,12,3,1
44,Yes,Travel_Rarely,Research & Development,10,Life Sciences,3,Male,3,1,Research Scientist,3,2936,1,Yes,11,3,6
31,Yes,Travel_Rarely,Research & Development,8,Life Sciences,1,Female,2,1,Research Scientist,2,1261,1,No,12,3,1
26,Yes,Non-Travel,Sales,29,Medical,2,Male,1,2,Sales Executive,1,4969,8,No,18,3,2
35,Yes,Travel_Rarely,Research & Development,23,Life Sciences,2,Male,2,2,Manufacturing Director,3,5916,3,Yes,13,3,1
31,Yes,Travel_Rarely,Human Resources,18,Human Resources,4,Male,4,1,Human Resources,1,2956,0,No,17,3,1
34,No,Travel_Rarely,Research & Development,8,Medical,2,Male,4,2,Laboratory Technician,3,4404,2,No,12,3,4
30,No,Non-Travel,Research & Development,9,Medical,3,Female,3,2,Manufacturing Director,3,4695,7,Yes,18,3,8
40,No,Travel_Rarely,Research & Development,16,Life Sciences,3,Female,3,3,Manufacturing Director,4,7945,6,Yes,15,3,4
26,Yes,Travel_Rarely,Sales,8,Technical Degree,4,Male,2,2,Sales Executive,1,5326,6,No,17,3,4
27,No,Non-Travel,Research & Development,3,Medical,4,Male,3,1,Research Scientist,4,1706,1,No,11,3,0
26,No,Travel_Frequently,Research & Development,1,Medical,1,Female,2,1,Research Scientist,3,2007,1,No,13,3,5
22,Yes,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,3,2,Manufacturing Director,3,4171,0,Yes,19,3,3
51,No,Travel_Rarely,Research & Development,3,Technical Degree,1,Female,3,3,Manager,3,13116,2,No,11,3,2
27,No,Travel_Rarely,Sales,8,Marketing,2,Female,3,2,Sales Executive,2,6214,1,No,18,3,8
31,Yes,Travel_Frequently,Research & Development,2,Life Sciences,2,Male,3,1,Laboratory Technician,4,3722,6,Yes,13,3,2
34,Yes,Travel_Frequently,Sales,6,Marketing,4,Female,1,1,Sales Representative,3,2351,0,No,16,3,2
24,No,Travel_Rarely,Research & Development,18,Life Sciences,2,Male,3,1,Laboratory Technician,3,2774,0,No,12,3,5
26,Yes,Travel_Rarely,Human Resources,20,Medical,4,Female,3,1,Human Resources,2,2148,0,Yes,11,3,5
38,No,Travel_Rarely,Human Resources,1,Human Resources,3,Male,4,1,Human Resources,3,2844,1,No,13,3,7
47,No,Travel_Rarely,Research & Development,9,Life Sciences,2,Female,3,1,Laboratory Technician,3,2105,4,No,12,3,2
20,Yes,Travel_Rarely,Sales,2,Medical,3,Female,2,1,Sales Representative,3,2044,1,No,13,3,2
37,No,Travel_Rarely,Research & Development,10,Life Sciences,4,Female,3,1,Research Scientist,1,2782,0,Yes,13,3,5
49,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,3,4,Manager,3,15379,4,No,14,3,8
36,Yes,Travel_Rarely,Sales,3,Life Sciences,3,Male,2,3,Sales Executive,4,10325,1,Yes,11,3,16
35,No,Travel_Rarely,Research & Development,11,Medical,4,Male,3,1,Laboratory Technician,3,2660,7,Yes,11,3,2
20,Yes,Travel_Rarely,Research & Development,10,Medical,4,Male,3,1,Research Scientist,3,1009,1,Yes,11,3,1
34,No,Travel_Rarely,Research & Development,5,Medical,2,Male,2,2,Laboratory Technician,4,3986,1,No,14,3,15
42,No,Travel_Rarely,Research & Development,13,Medical,2,Male,4,2,Healthcare Representative,1,5538,5,No,18,3,0
41,Yes,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,1,1,Laboratory Technician,4,2778,4,Yes,13,3,7
30,No,Travel_Rarely,Research & Development,18,Life Sciences,1,Female,3,1,Research Scientist,3,2632,1,No,14,3,5
32,Yes,Travel_Rarely,Sales,2,Marketing,3,Male,2,2,Sales Executive,2,9907,7,Yes,12,3,2
38,No,Travel_Rarely,Sales,14,Life Sciences,3,Male,3,2,Sales Executive,2,9924,0,No,11,3,9
37,No,Non-Travel,Research & Development,1,Medical,1,Female,3,3,Research Director,4,13603,2,Yes,18,3,5
30,No,Travel_Rarely,Sales,2,Technical Degree,3,Male,3,1,Sales Representative,2,2476,1,No,18,3,1
41,No,Travel_Rarely,Research & Development,7,Technical Degree,2,Female,4,1,Research Scientist,3,3376,1,No,13,3,10
28,Yes,Non-Travel,Research & Development,24,Technical Degree,2,Male,2,3,Healthcare Representative,1,8722,1,No,12,3,10
22,Yes,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,3,2,Manufacturing Director,3,4171,0,Yes,19,3,3
23,Yes,Travel_Frequently,Sales,9,Marketing,4,Male,3,1,Sales Representative,1,1790,1,No,19,3,1
44,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,4,3,Healthcare Representative,4,7879,1,Yes,19,3,8
24,Yes,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,3,1,Laboratory Technician,2,2210,1,No,13,3,1
20,Yes,Travel_Rarely,Research & Development,4,Technical Degree,1,Male,3,1,Laboratory Technician,1,2973,1,No,19,3,1
48,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,2,3,Healthcare Representative,3,10999,7,No,14,3,15
25,Yes,Travel_Frequently,Sales,24,Life Sciences,3,Male,1,1,Sales Representative,4,1118,1,Yes,14,3,1
20,Yes,Travel_Rarely,Research & Development,4,Technical Degree,1,Male,3,1,Laboratory Technician,1,2973,1,No,19,3,1
35,Yes,Travel_Rarely,Sales,15,Medical,1,Male,1,2,Sales Executive,4,5440,6,Yes,14,3,2
32,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Female,3,2,Research Scientist,3,4998,4,Yes,14,3,8
34,No,Travel_Rarely,Sales,14,Technical Degree,3,Female,3,1,Sales Representative,3,2579,1,Yes,18,3,8
52,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,3,4,Manager,4,16555,2,No,13,3,5
21,No,Travel_Rarely,Research & Development,1,Technical Degree,4,Female,2,1,Research Scientist,2,2070,1,Yes,11,3,2
45,No,Travel_Rarely,Research & Development,25,Life Sciences,2,Female,2,2,Manufacturing Director,4,5906,0,No,13,3,9
34,No,Travel_Rarely,Research & Development,20,Technical Degree,3,Female,4,1,Research Scientist,3,2585,0,No,17,3,1
32,No,Travel_Rarely,Research & Development,8,Medical,3,Female,4,2,Research Scientist,3,5175,5,No,12,3,5
29,No,Travel_Rarely,Human Resources,17,Other,2,Male,2,3,Human Resources,1,7988,1,No,13,3,10
30,No,Travel_Rarely,Sales,7,Marketing,4,Female,3,2,Sales Executive,1,4779,7,No,14,3,3
35,No,Travel_Rarely,Sales,17,Life Sciences,3,Male,3,2,Sales Executive,1,8966,3,Yes,15,3,7
53,Yes,Travel_Rarely,Sales,24,Life Sciences,1,Male,3,3,Sales Executive,1,10448,6,Yes,13,3,2
36,No,Non-Travel,Sales,8,Life Sciences,1,Male,2,3,Sales Executive,1,7587,1,No,15,3,10
27,No,Travel_Rarely,Research & Development,19,Other,4,Male,2,1,Laboratory Technician,1,4066,1,No,11,3,7
35,Yes,Travel_Rarely,Research & Development,23,Life Sciences,2,Male,2,2,Manufacturing Director,3,5916,3,Yes,13,3,1
44,Yes,Travel_Rarely,Research & Development,15,Medical,1,Female,3,3,Healthcare Representative,4,7978,1,No,11,3,10
31,No,Travel_Rarely,Sales,8,Life Sciences,1,Male,3,3,Sales Executive,4,10793,1,No,18,3,13
49,No,Travel_Rarely,Research & Development,22,Other,1,Female,3,4,Research Director,2,16413,3,No,16,3,4
48,No,Travel_Rarely,Research & Development,6,Life Sciences,1,Male,2,2,Healthcare Representative,3,4240,2,No,13,3,2
36,No,Travel_Rarely,Research & Development,10,Technical Degree,4,Female,3,3,Healthcare Representative,3,7094,3,No,12,3,7
30,Yes,Travel_Frequently,Sales,12,Life Sciences,2,Male,2,1,Sales Representative,1,2033,1,No,18,3,1
32,No,Non-Travel,Research & Development,5,Technical Degree,2,Male,3,1,Research Scientist,2,2718,2,No,14,3,7
53,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,4,4,Research Director,3,14814,3,No,19,3,5
37,No,Travel_Frequently,Research & Development,11,Other,2,Male,3,3,Research Director,4,12185,1,Yes,14,3,10
26,Yes,Travel_Rarely,Research & Development,16,Medical,1,Male,3,1,Laboratory Technician,2,2373,2,Yes,13,3,3
36,No,Travel_Rarely,Sales,1,Life Sciences,2,Female,3,2,Sales Executive,3,6815,6,No,13,3,1
32,Yes,Non-Travel,Sales,11,Other,4,Male,4,2,Sales Executive,3,4707,8,No,12,3,4
41,No,Non-Travel,Human Resources,4,Human Resources,3,Male,1,2,Human Resources,2,6430,6,No,19,3,3
26,Yes,Travel_Frequently,Research & Development,5,Medical,3,Female,2,1,Research Scientist,3,2366,1,Yes,14,3,8
49,No,Travel_Rarely,Sales,11,Marketing,4,Female,3,2,Sales Executive,4,4507,3,No,12,3,5
35,No,Travel_Rarely,Research & Development,27,Medical,3,Female,2,1,Research Scientist,1,2559,1,No,11,3,6
30,No,Travel_Rarely,Research & Development,9,Medical,4,Male,2,1,Laboratory Technician,3,2206,1,No,13,3,10
28,No,Travel_Frequently,Research & Development,6,Life Sciences,3,Male,2,1,Research Scientist,3,2703,1,Yes,14,3,3
35,No,Travel_Rarely,Research & Development,27,Life Sciences,4,Male,3,2,Manufacturing Director,3,6883,2,No,16,3,7
31,No,Non-Travel,Research & Development,5,Medical,2,Male,3,2,Manufacturing Director,1,9936,0,No,19,3,9
35,No,Travel_Rarely,Research & Development,23,Medical,3,Female,3,1,Laboratory Technician,1,4014,3,Yes,15,3,2
24,No,Non-Travel,Research & Development,11,Other,1,Female,4,2,Manufacturing Director,3,4011,0,No,18,3,4
24,Yes,Travel_Rarely,Research & Development,1,Medical,2,Male,3,1,Research Scientist,4,2293,2,Yes,16,3,2
42,No,Travel_Rarely,Sales,8,Marketing,3,Male,3,2,Sales Executive,2,6825,0,No,11,3,9
21,Yes,Travel_Rarely,Sales,12,Life Sciences,3,Female,4,1,Sales Representative,2,2716,1,No,15,3,1
44,Yes,Travel_Rarely,Research & Development,10,Life Sciences,3,Male,3,1,Research Scientist,3,2936,1,Yes,11,3,6
18,Yes,Travel_Frequently,Sales,3,Medical,2,Female,3,1,Sales Representative,4,1569,1,Yes,12,3,0
25,No,Travel_Rarely,Sales,4,Life Sciences,2,Female,2,2,Sales Executive,4,4487,1,Yes,11,3,5
33,Yes,Travel_Rarely,Research & Development,14,Medical,3,Male,3,1,Laboratory Technician,4,2436,5,Yes,13,3,5
32,Yes,Travel_Rarely,Sales,1,Life Sciences,1,Male,1,2,Sales Executive,2,6735,6,No,15,3,0
56,Yes,Travel_Rarely,Research & Development,7,Technical Degree,4,Male,3,1,Laboratory Technician,3,2339,8,No,11,3,10
32,Yes,Travel_Rarely,Sales,4,Medical,4,Male,1,3,Sales Executive,4,10400,1,No,11,3,14
28,Yes,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,1,1,Research Scientist,2,2216,7,Yes,13,3,7
30,Yes,Travel_Frequently,Sales,26,Marketing,3,Female,2,2,Sales Executive,1,6696,5,No,15,3,6
34,No,Travel_Rarely,Research & Development,7,Medical,1,Male,3,1,Research Scientist,4,2972,1,No,13,3,1
35,Yes,Travel_Rarely,Research & Development,23,Life Sciences,2,Male,2,2,Manufacturing Director,3,5916,3,Yes,13,3,1
26,Yes,Non-Travel,Sales,29,Medical,2,Male,1,2,Sales Executive,1,4969,8,No,18,3,2
31,Yes,Travel_Rarely,Sales,13,Medical,2,Male,3,2,Sales Executive,1,4233,2,No,17,3,3
31,Yes,Travel_Frequently,Sales,1,Life Sciences,2,Female,1,1,Sales Representative,3,1359,1,No,12,3,1
31,Yes,Travel_Frequently,Research & Development,29,Medical,3,Male,2,1,Laboratory Technician,2,3479,0,No,11,3,5
39,No,Travel_Rarely,Research & Development,1,Medical,3,Female,3,1,Laboratory Technician,3,2232,7,No,14,3,3
36,Yes,Travel_Rarely,Sales,3,Life Sciences,3,Male,2,3,Sales Executive,4,10325,1,Yes,11,3,16
32,No,Travel_Rarely,Sales,1,Medical,2,Male,2,1,Sales Representative,2,2269,0,No,14,3,2
37,Yes,Travel_Frequently,Research & Development,10,Medical,1,Male,3,3,Manufacturing Director,3,10048,6,No,11,3,1
26,No,Travel_Rarely,Research & Development,7,Other,3,Male,4,1,Laboratory Technician,1,3578,0,No,12,3,7
49,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,3,3,Healthcare Representative,2,10466,3,No,14,3,8
50,Yes,Travel_Rarely,Sales,28,Marketing,4,Male,2,3,Sales Executive,1,10854,4,Yes,13,3,3
33,Yes,Travel_Rarely,Research & Development,1,Other,4,Male,3,1,Research Scientist,4,2686,1,Yes,13,3,10
31,No,Travel_Frequently,Sales,7,Marketing,1,Female,3,3,Sales Executive,1,9637,2,No,14,3,3
34,Yes,Travel_Rarely,Human Resources,9,Technical Degree,1,Female,3,1,Human Resources,3,2742,1,No,15,3,2
28,Yes,Travel_Frequently,Research & Development,1,Medical,1,Male,2,1,Laboratory Technician,2,2596,1,No,15,3,1
25,No,Travel_Rarely,Sales,10,Life Sciences,3,Male,3,2,Sales Executive,4,4950,0,No,14,3,4
28,Yes,Travel_Rarely,Research & Development,24,Medical,3,Male,3,1,Laboratory Technician,2,2408,1,Yes,17,3,1
